x, y
24, 0.03769849282115433
23.076923076923077, 0.047425559271434825
22.054054054054056, 0.06139909838194233
21.056133056133056, 0.07948982236644016
20.033264033264036, 0.1
19.035343035343036, 0.12580226879739392
18.03742203742204, 0.15826210834571752
17.03950103950104, 0.2048926973077387
16.041580041580044, 0.2652625941159257
15.043659043659044, 0.34341996938732555
14.020790020790022, 0.44460575290329335
13.022869022869024, 0.5593241243560781
12.024948024948026, 0.7036424383711033
11.027027027027028, 0.8851981516921523
10.02910602910603, 1.1460142850860593
9.031185031185032, 1.483677681783119
8.008316008316008, 1.8665001853237424
7.010395010395011, 2.3480995802448303
5.987525987525988, 3.0399472215583607
5.014553014553015, 3.8243225749637575
4.016632016632017, 4.675003404362035
2.9688149688149688, 5.881260349042844
2.0706860706860706, 8.29856720189999
1.7463617463617465, 10.14449726970983
1.446985446985447, 11.709431910399612
1.1975051975051976, 13.909200922640785
1.022869022869023, 17.00315817786823
0.5239085239085239, 9.857560935876753
0.22453222453222454, 0.000012224396119112233
