x, y
24.024948024948028, 19.071016055576774
23.076923076923077, 23.991770880630845
22.029106029106032, 28.498936944351588
21.006237006237008, 33.85283274832491
20.008316008316008, 40.212527482124074
19.010395010395012, 46.41588833612772
18.03742203742204, 55.13571638745936
17.03950103950104, 63.64119381231065
16.016632016632016, 73.45876348814973
15.01871101871102, 82.39253221373973
13.995841995841996, 95.10276559124037
12.997920997920998, 106.66879355866186
11.975051975051976, 126.7079131708692
11.027027027027028, 142.11763609866247
10.02910602910603, 154.89277220267832
9.031185031185032, 178.7872105733415
8.033264033264034, 206.36770980359262
7.0602910602910605, 224.91836722083778
5.987525987525988, 252.2720630833122
5.014553014553015, 282.9524089058679
4.041580041580042, 317.36397890079957
3.043659043659044, 345.8922329322349
1.995841995841996, 355.96055002046114
1.7214137214137215, 474.25559271434827
1.446985446985447, 516.8870346052785
1.1476091476091477, 631.8631859848209
0.7733887733887734, 818.0363187319724
0.27442827442827444, 0.00020342822745862446
0.22453222453222454, 0.000011216161054362313
