x, y
23.076923076923077, 2.0342822745862446
22.07900207900208, 2.789220612742709
21.031185031185032, 3.5089028125949007
20.008316008316008, 4.542771288581372
19.035343035343036, 5.553263571014871
18.03742203742204, 6.7885293645921525
17.03950103950104, 8.29856720189999
16.041580041580044, 10.743669698071683
15.043659043659044, 12.762007723384649
14.020790020790022, 15.600783768582394
12.997920997920998, 19.071016055576774
12.024948024948026, 23.313165465732023
11.051975051975052, 27.692846680088866
10.02910602910603, 32.895307948385046
9.006237006237006, 36.89590718819314
8.033264033264034, 45.10301846424743
7.010395010395011, 53.57620684224851
5.987525987525988, 63.64119381231065
4.964656964656965, 73.45876348814973
4.016632016632017, 87.25894720630848
2.9688149688149688, 95.10276559124037
1.7463617463617465, 126.7079131708692
1.471933471933472, 134.191762395605
1.2224532224532225, 154.89277220267832
0.972972972972973, 200.53061482507871
0.7484407484407485, 231.46534695769992
0.5738045738045738, 259.6152609981414
0.3492723492723493, 0.029966464978360773
0.27442827442827444, 0.000011878630004490203
